conv_id,speaker,utterance,persona,path,topic
192,0,how is your youtube doing?,,,
192,1,it is doing very well so far. i am doing a great job at it., i am popular.  i train people on the internet.  i enjoy making people pretty.  i want to be a makeup artist.  i like to try new eyeliner looks.,youtube - company - bmw - car,bmw
192,0,great. any plans with bmw?,,,
192,1,i think my bmw is still in the garage., i am popular.  i train people on the internet.  i enjoy making people pretty.  i want to be a makeup artist.  i like to try new eyeliner looks.,youtube - company - bmw - car,car
192,0,you should take care of your car.,,,
193,1,"good , thanks .", i love preparing food in the kitchen.  my mom moved here from the middle east.  i have no sons.  carmen said that i'm the best mommy.,thank - find - out - restaurant,find
193,0,do you have a secret weapon for finding restaurant?,,,
193,1,i think i am the best at finding restaurants., i love preparing food in the kitchen.  my mom moved here from the middle east.  i have no sons.  carmen said that i'm the best mommy.,thank - find - out - restaurant,out
193,0,did you know out can taste like anything in restaurants.,,,
193,1,great., i love preparing food in the kitchen.  my mom moved here from the middle east.  i have no sons.  carmen said that i'm the best mommy.,thank - find - out - restaurant,restaurant
193,0,"but you should check out the restaurant first,",,,
194,1,i spend my time babysitting for my neighbor ., i'm a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i don't own a car.  i watched our neighbors son a few times while she was away.,neighbor - help - out - restaurant,help
194,0,"you should do community service, that would help you get away from your problems.",,,
194,1,i help my friend at the local coffee shop., i'm a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i don't own a car.  i watched our neighbors son a few times while she was away.,neighbor - help - out - restaurant,out
194,0,you should help friends with their errands. what is your friend doing?,,,
194,1,my friend runs a coffee shop in my neighborhood., i'm a recipient of welfare.  i live paycheck to paycheck.  i love bright colors.  i don't own a car.  i watched our neighbors son a few times while she was away.,neighbor - help - out - restaurant,restaurant
194,0,do you know where they serve food in your neighborhood?,,,
195,1,not too bad ! just got done walking my dog george ., my puppy is called georgie.  i like the sand on my feet.  i enjoy what i do for a living.  i like to exercise.  iin my previous job i was a recruiter for time warner.,george - slang - go - travel,slang
195,0,do you enjoy slang?,,,
195,1,i love slang, my puppy is called georgie.  i like the sand on my feet.  i enjoy what i do for a living.  i like to exercise.  iin my previous job i was a recruiter for time warner.,george - slang - go - travel,go
195,0,you should go into the world of go.,,,
195,1,i always play go., my puppy is called georgie.  i like the sand on my feet.  i enjoy what i do for a living.  i like to exercise.  iin my previous job i was a recruiter for time warner.,george - slang - go - travel,travel
195,0,i am a good go player. you should travel for a week and play go all the time.,,,
196,1,warm enough to still be wearing my flip flops ., one of my closest pals is from africa.  i prefer to spend as much time barefoot as possible.  i like to giggle.  i am dotted.,warm - wind - autowind - camera,wind
196,0,how about the wind?,,,
196,1,wind can be hot or cold., one of my closest pals is from africa.  i prefer to spend as much time barefoot as possible.  i like to giggle.  i am dotted.,warm - wind - autowind - camera,autowind
196,0,do you like being in an autowind?,,,
196,1,"i am all for it, my mom just bought an autowind for her tent.", one of my closest pals is from africa.  i prefer to spend as much time barefoot as possible.  i like to giggle.  i am dotted.,warm - wind - autowind - camera,camera
196,0,i think you are looking for a nice camera then?,,,
197,1,pretty good . i have been busy making deliveries most of the day ., i'm an animal lover.  i own a foreign vehicle.  i enjoy chocolate bars and gummy bears.  my job is to drop off parcels at homes or offices.,day - christmas - fun - shopping,christmas
197,0,what about christmas day?,,,
197,1,i always have fun on christmas day., i'm an animal lover.  i own a foreign vehicle.  i enjoy chocolate bars and gummy bears.  my job is to drop off parcels at homes or offices.,day - christmas - fun - shopping,fun
197,0,that can be a lot of fun too.,,,
197,1,so what are you planning to do on christmas day?, i'm an animal lover.  i own a foreign vehicle.  i enjoy chocolate bars and gummy bears.  my job is to drop off parcels at homes or offices.,day - christmas - fun - shopping,shopping
197,0,shopping at christmas is a blast.,,,
198,1,hi ! thank you . i live here in the white mountains of vermont ., i never watch tv.  i took flight classes.  i have a masters degree.  i love taking pictures.  my house is in a high altitude location.,thank - tack - equipment - camera,tack
198,0,do you have tack and equipment at your house?,,,
198,1,i do not have tack., i never watch tv.  i took flight classes.  i have a masters degree.  i love taking pictures.  my house is in a high altitude location.,thank - tack - equipment - camera,equipment
198,0,"i was thinking of buying a camera, which kind would you recommend?",,,
198,1,i take lots of photos, i never watch tv.  i took flight classes.  i have a masters degree.  i love taking pictures.  my house is in a high altitude location.,thank - tack - equipment - camera,camera
198,0,which kind of camera would you use?,,,
199,1,hello there . my name is lucy .," i really enjoy fruit.  i hate ham.  i enjoy apples.  i enjoy tart , sour flavors.  i like to eat healthy foods.",lucy - slang - salt - restaurant,slang
199,0,"did you know lucy is a slang, and a very common slang to use during dating?",,,
199,1,i know that slang.," i really enjoy fruit.  i hate ham.  i enjoy apples.  i enjoy tart , sour flavors.  i like to eat healthy foods.",lucy - slang - salt - restaurant,salt
199,0,"ha ha, but i am talking about the salt.",,,
199,1,"i barely get time to cook, and salting vegetables takes time."," i really enjoy fruit.  i hate ham.  i enjoy apples.  i enjoy tart , sour flavors.  i like to eat healthy foods.",lucy - slang - salt - restaurant,restaurant
199,0,i'm just fine. my name is priya.,,,
200,1,"hi , i'm david .", i check written words.  my mom and dad have been together for a long time.  i am a bibliophile.  i like to watch sports.,david - davis - city - restaurant,davis
200,0,you are a davids?,,,
200,1,i am david andrew davidson and i am a citizen of the united states and the city of davis., i check written words.  my mom and dad have been together for a long time.  i am a bibliophile.  i like to watch sports.,david - davis - city - restaurant,city
200,0,you can take some of the city's history with you to davis.,,,
200,1,the city has a museum for davis., i check written words.  my mom and dad have been together for a long time.  i am a bibliophile.  i like to watch sports.,david - davis - city - restaurant,restaurant
200,0,you should dine in a fine restaurant in the city.,,,
201,1,i am good watching replays of my brother he plays in the nfl, i like snow sports.  i really enjoy snack foods.  i enjoy outdoor activities.  my sibling is a professional athlete.,brother - home - out - restaurant,home
201,0,"you should watch my brother play football, it will be fun.",,,
201,1,i like to cook when im at home., i like snow sports.  i really enjoy snack foods.  i enjoy outdoor activities.  my sibling is a professional athlete.,brother - home - out - restaurant,out
201,0,"you should watch him play then, we could go out for a bowl of noodles or something.",,,
201,1,my whole family usually goes out to restaurants for supper., i like snow sports.  i really enjoy snack foods.  i enjoy outdoor activities.  my sibling is a professional athlete.,brother - home - out - restaurant,restaurant
201,0,what type of restaurant?,,,
202,1,that is awesome ! i am doing good . hard for me to hold a book !, i enjoy being outdoors.  i work in agriculture.  i was in a bad wreck.  my four sisters are older than me.  i have my bachelors degree.,awesome - slang - car - travel,slang
202,0,what do you mean by hard to hold a book?,,,
202,1,i'm not a book person., i enjoy being outdoors.  i work in agriculture.  i was in a bad wreck.  my four sisters are older than me.  i have my bachelors degree.,awesome - slang - car - travel,car
202,0,your personality doesn't show when you are reading a book.,,,
202,1,maybe... but the car is awesome!, i enjoy being outdoors.  i work in agriculture.  i was in a bad wreck.  my four sisters are older than me.  i have my bachelors degree.,awesome - slang - car - travel,travel
202,0,you should travel to the tropics. you will have fun.,,,
203,1,i am doing good . just got back from the animal shelter, i prefer beasts to humans.  i want to adopt a dog someday.  i'm kind of a pet hoarder.  i love videotaping my dog doing cute stuff.  i enjoy viewing the animals in the wild.,animal - zoology - stop - shopping,zoology
203,0,do you like zoology?,,,
203,1,"i have done zoology before, i like it.", i prefer beasts to humans.  i want to adopt a dog someday.  i'm kind of a pet hoarder.  i love videotaping my dog doing cute stuff.  i enjoy viewing the animals in the wild.,animal - zoology - stop - shopping,stop
203,0,"you should stop by a zoo, you'll love it.",,,
203,1,i have stopped by many zoos., i prefer beasts to humans.  i want to adopt a dog someday.  i'm kind of a pet hoarder.  i love videotaping my dog doing cute stuff.  i enjoy viewing the animals in the wild.,animal - zoology - stop - shopping,shopping
203,0,do you like shopping?,,,
204,1,"i'm doing great , just daydreaming about love"," i believe in true love.  i do not take school too seriously.  sometimes , i find myself fantasizing at inopportune moments.  i can be sluggish at times.  i don't pick the right people.",daydream - day - daywear - clothes,day
204,0,you really should get dressed up in a casual but elegant outfit for the day now.,,,
204,1,the only time i actually think about the daywear is when i don't have a good looking outfit.," i believe in true love.  i do not take school too seriously.  sometimes , i find myself fantasizing at inopportune moments.  i can be sluggish at times.  i don't pick the right people.",daydream - day - daywear - clothes,daywear
204,0,i do not have any clothes that could make the daydream look more appealing.,,,
204,1,"you should get some better clothes, such as a nice casual suit or a skirt, then."," i believe in true love.  i do not take school too seriously.  sometimes , i find myself fantasizing at inopportune moments.  i can be sluggish at times.  i don't pick the right people.",daydream - day - daywear - clothes,clothes
204,0,"i could get you some clothes, but i have some old stuffs i have to get rid of.",,,
205,1,"i'm great , i just got the kids down for a nap .", i am always working as a mother.  my parents and i are very outdoorsy.  i like horses.  i like boy bands.,kid - camp - out - restaurant,camp
205,0,"you should go to a camp, its fun.",,,
205,1,what kind of camp do you go to?, i am always working as a mother.  my parents and i are very outdoorsy.  i like horses.  i like boy bands.,kid - camp - out - restaurant,out
205,0,i go to a day camp.,,,
205,1,do you camp out?, i am always working as a mother.  my parents and i are very outdoorsy.  i like horses.  i like boy bands.,kid - camp - out - restaurant,restaurant
205,0,"in college i used to go hiking a lot, so i think i will hike a little while in the forests.",,,
206,1,i'm playing the cello my mom taught me ., i am going to paint my room purple.  i enjoy musical instruments.  i'm a philatelist.  i enjoy music experiences.,mom - home - go - travel,home
206,0,what does mom teach you?,,,
206,1,"i'm learning how to play the cello, she teaches me, it was like learning a foreign language at first.", i am going to paint my room purple.  i enjoy musical instruments.  i'm a philatelist.  i enjoy music experiences.,mom - home - go - travel,go
206,0,do you go see concerts or plays when you go out?,,,
206,1,where do you plan t, i am going to paint my room purple.  i enjoy musical instruments.  i'm a philatelist.  i enjoy music experiences.,mom - home - go - travel,travel
206,0,do you plan on going travelling when you retire?,,,
207,1,hi ! i'm good ! just sitting in the silence and enjoying it ., i have a buddy who is into adult animation.  i enjoy laughing.  i watch cartoons still.  i enjoy when things are not crazy.,silence - sound - go - travel,sound
207,0,what is a sound that is nice and relaxing?,,,
207,1,i would say the sound of rain. that is something i really like., i have a buddy who is into adult animation.  i enjoy laughing.  i watch cartoons still.  i enjoy when things are not crazy.,silence - sound - go - travel,go
207,0,i am just doing nothing.,,,
207,1,you should go out and live more., i have a buddy who is into adult animation.  i enjoy laughing.  i watch cartoons still.  i enjoy when things are not crazy.,silence - sound - go - travel,travel
207,0,do you ever travel alone?,,,
208,1,good morning ! hope you are having a wonderful day !, i have several boys and a man.  my mom showed me how to love life.  i have my own home with lots of trees around it.  i have suffered a loss recently.,day - christmas - fun - shopping,christmas
208,0,you like christmas?,,,
208,1,i like christmas a lot!, i have several boys and a man.  my mom showed me how to love life.  i have my own home with lots of trees around it.  i have suffered a loss recently.,day - christmas - fun - shopping,fun
208,0,you should have fun! try playing some Christmas fun with your family.,,,
208,1,hehehe i have fun at christmas!, i have several boys and a man.  my mom showed me how to love life.  i have my own home with lots of trees around it.  i have suffered a loss recently.,day - christmas - fun - shopping,shopping
208,0,i love to shop!,,,
209,1,just finishing my mexican food ., i enjoy spicy cuisine.  i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.,finish - rank - top - laptop,rank
209,0,"thats the best fast food, in my opinion.",,,
209,1,"im curious as to what rank you have, i have a hard time finishing my food in time.", i enjoy spicy cuisine.  i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.,finish - rank - top - laptop,top
209,0,you should get the top rank since you have the most experience at my favorite fast food place.,,,
209,1,"i'll get the top rank as i like the taco salad, but you can get the top rank to get the fast food in your own town, you can choose the fast food place that you want.", i enjoy spicy cuisine.  i enjoy swimming.  i'm a vet tech.  i like to stay in touch with the world.,finish - rank - top - laptop,laptop
209,0,"now you know the right place, you should look at the laptop deal there.",,,
210,1,"well i'm in paris , france and i'm engaged to be married . so i'm great !", i speak the letters back ways.  i became unemployed from the bank recently.  my hair is red.  i'm going to have my wedding in europe.  my mom signed me up for ballet when i was a small child.,married - single - out - restaurant,single
210,0,now that you're single. what kind of relationship?,,,
210,1,you should be a better single person., i speak the letters back ways.  i became unemployed from the bank recently.  my hair is red.  i'm going to have my wedding in europe.  my mom signed me up for ballet when i was a small child.,married - single - out - restaurant,out
210,0,"now you're out, what kind of relationship did you have?",,,
210,1,nothing serious., i speak the letters back ways.  i became unemployed from the bank recently.  my hair is red.  i'm going to have my wedding in europe.  my mom signed me up for ballet when i was a small child.,married - single - out - restaurant,restaurant
210,0,it is not possible to have out relationships in bars.,,,
211,1,"hey , i'm good just got back from the bar with some friends .", i like to stop for a beer after work.  my favorite pets are canines.  i like to ink my skin.  i've two beagles and two bulldogs that i play with.  i enjoy taking pictures.,good - bed - magazine - camera,bed
211,0,"do you like to take sleeping pills, since we don't have much to talk about.",,,
211,1,i need to go to sleep soon., i like to stop for a beer after work.  my favorite pets are canines.  i like to ink my skin.  i've two beagles and two bulldogs that i play with.  i enjoy taking pictures.,good - bed - magazine - camera,magazine
211,0,a good magazine is a good way to relax.,,,
211,1,do you prefer a thick magazine or a slim one?, i like to stop for a beer after work.  my favorite pets are canines.  i like to ink my skin.  i've two beagles and two bulldogs that i play with.  i enjoy taking pictures.,good - bed - magazine - camera,camera
211,0,you should read a review of the camera you are thinking of buying.,,,
212,1,"that's really weird , i love pistachio ice cream", i'm trained with knifes.  i'm studying to be a doctor.  i really enjoy savory flavors over sweet.  exploring new places is exciting for me.  pop starts seriously mean a lot to me.,weird - warn - go - travel,warn
212,0,you should read the warning about pistachio ice cream you will see it's really not healthy.,,,
212,1,i love pistachio ice cream but do not like the warning., i'm trained with knifes.  i'm studying to be a doctor.  i really enjoy savory flavors over sweet.  exploring new places is exciting for me.  pop starts seriously mean a lot to me.,weird - warn - go - travel,go
212,0,"go and taste it, you will find out.",,,
212,1,"i will go, but only once.", i'm trained with knifes.  i'm studying to be a doctor.  i really enjoy savory flavors over sweet.  exploring new places is exciting for me.  pop starts seriously mean a lot to me.,weird - warn - go - travel,travel
212,0,"don't travel far at night, you will be scared if you stay out after dark.",,,
213,1,sounds fun ! on the weekends i kayak at the lake ., i help those with needs.  i go to the water and use my boat.  i bite my fingernails.  my parents are in the military and i move around a lot.,weekend - date - go - travel,date
213,0,what does your date usually do when you go out?,,,
213,1,"im going out to eat, but its not a date date.", i help those with needs.  i go to the water and use my boat.  i bite my fingernails.  my parents are in the military and i move around a lot.,weekend - date - go - travel,go
213,0,you should go to a cool restaurant.,,,
213,1,go where?, i help those with needs.  i go to the water and use my boat.  i bite my fingernails.  my parents are in the military and i move around a lot.,weekend - date - go - travel,travel
213,0,you should travel somewhere and do something fun.,,,
214,1,great thank you ., i try to avoid driving short distances when able.  i work at mcdonalds.  i love my lavender t shirt.  i like to exercise.,thank - manner - table - restaurant,manner
214,0,"you thank them. they thank you. it is the act of showing appreciation. would you like to try it some time, it is a nice way to get to know people.",,,
214,1,"i like thank you, but i know how to thank you.", i try to avoid driving short distances when able.  i work at mcdonalds.  i love my lavender t shirt.  i like to exercise.,thank - manner - table - restaurant,table
214,0,this is how you would introduce yourself to the table they are sitting at.,,,
214,1,"no, i would just start out with saying ""i would like to be seated please.""", i try to avoid driving short distances when able.  i work at mcdonalds.  i love my lavender t shirt.  i like to exercise.,thank - manner - table - restaurant,restaurant
214,0,"do you know if they have a waiter in the restaurant? when you introduce yourself to the table they will just say ""i'll be over shortly.""",,,
215,1,hi mary ellen !, i invested in real estate.  i like people of the same sex and gender as me.  i stay in the northern states.  i enjoy fixing my brew.,ellen - anglais - john - travel,anglais
215,0,do you know where anglais is located mary ellen?,,,
215,1,"well. i'm not going to lie to you, but that's not my real name.", i invested in real estate.  i like people of the same sex and gender as me.  i stay in the northern states.  i enjoy fixing my brew.,ellen - anglais - john - travel,john
215,0,i didn't believe you mary ellen. what is your real name?,,,
215,1,my parents name is john. my name is mike., i invested in real estate.  i like people of the same sex and gender as me.  i stay in the northern states.  i enjoy fixing my brew.,ellen - anglais - john - travel,travel
215,0,you should go on a vacation to a location where you wouldn't be recognized.,,,
216,1,"hello , i am fine thanks .", i drink magic bean juice every morning.  i could have swam in the olympics.  i have red flowers in my backyard.  i enjoy naming my pets random things.  my folks hooked up at a rock concert.,thank - find - out - restaurant,find
216,0,"find out what your name means, maybe it's a family name, or you could be from the south side of california.",,,
216,1,"oh, there is an interesting find book out there.", i drink magic bean juice every morning.  i could have swam in the olympics.  i have red flowers in my backyard.  i enjoy naming my pets random things.  my folks hooked up at a rock concert.,thank - find - out - restaurant,out
216,0,you should be from the east coast.,,,
216,1,i love the outback., i drink magic bean juice every morning.  i could have swam in the olympics.  i have red flowers in my backyard.  i enjoy naming my pets random things.  my folks hooked up at a rock concert.,thank - find - out - restaurant,restaurant
216,0,it's a big country. i bet you can find some restaurants there.,,,
217,1,i do . but my real passion is exploring . i aspire to be an explorer ., my goal is to travel in uncharted territory.  i go to dubai.  i play basketball and football.  i love the sky in the evening.,aspire - nastreven - seek - travel,nastreven
217,0,"the next thing is to explore north africa, then africa and then asia.",,,
217,1,are you familiar with north africa?, my goal is to travel in uncharted territory.  i go to dubai.  i play basketball and football.  i love the sky in the evening.,aspire - nastreven - seek - travel,seek
217,0,im up for this.,,,
217,1,do you think it would be a good idea?, my goal is to travel in uncharted territory.  i go to dubai.  i play basketball and football.  i love the sky in the evening.,aspire - nastreven - seek - travel,travel
217,0,you should definitely go!,,,
218,1,i am fine thank you for asking, i work in an auto shop.  i am on the west coast.  i am a dog person.  i enjoy riding waves on a board.  i have a fancy car.,thank - polite - polish - car,polite
218,0,you seem pretty polite. are you american?,,,
218,1,yes i am., i work in an auto shop.  i am on the west coast.  i am a dog person.  i enjoy riding waves on a board.  i have a fancy car.,thank - polite - polish - car,polish
218,0,you speak polish?,,,
218,1,"i cannot speak polish, but can read and write it.", i work in an auto shop.  i am on the west coast.  i am a dog person.  i enjoy riding waves on a board.  i have a fancy car.,thank - polite - polish - car,car
218,0,you should take a look at the polish cars in my garage.,,,
219,1,i'm good . just working out since i obsess on that and being the best ., i care about how others see me.  i try to be too fit.  i was given a grant for sports.  i might have an eating disorder.  i want people to think i am always happy.,obsess - over - out - restaurant,over
219,0,can you share what you have obsersed over?,,,
219,1,i was obsessd over making money i had to do a lot of work to achieve my goals., i care about how others see me.  i try to be too fit.  i was given a grant for sports.  i might have an eating disorder.  i want people to think i am always happy.,obsess - over - out - restaurant,out
219,0,that's the best you can achieve.,,,
219,1,"i did over, i lost all the money, i am still a lot of money away from being able to afford what i want.", i care about how others see me.  i try to be too fit.  i was given a grant for sports.  i might have an eating disorder.  i want people to think i am always happy.,obsess - over - out - restaurant,restaurant
219,0,"you should go for a healthy meal, if you can afford it.",,,
220,1,hey there ., i'm confused about my sexuality.  i am emotionally confused.  i am a disappointment.  the approval of my family is important to me.  i daydream about being a man.,thought - reason - for - car,reason
220,0,do you like to drive?,,,
220,1,yes i like to drive., i'm confused about my sexuality.  i am emotionally confused.  i am a disappointment.  the approval of my family is important to me.  i daydream about being a man.,thought - reason - for - car,for
220,0,do you like cars?,,,
220,1,i like cars., i'm confused about my sexuality.  i am emotionally confused.  i am a disappointment.  the approval of my family is important to me.  i daydream about being a man.,thought - reason - for - car,car
220,0,do you like your car or a particular car?,,,
221,1,"great , i am going swimming today its my favorite thing to do .", i enjoy the water.  i'm not a cat person.  i like both red and blue.  i have a house.,today - away - go - restaurant,away
221,0,i am going away with a friend today. i will come back tomorrow. will you go to the restaurant?,,,
221,1,"i dont know about having away dinner. but sure, i will go out to eat.", i enjoy the water.  i'm not a cat person.  i like both red and blue.  i have a house.,today - away - go - restaurant,go
221,0,you can have a go if you want.,,,
221,1,i love to go to the gy, i enjoy the water.  i'm not a cat person.  i like both red and blue.  i have a house.,today - away - go - restaurant,restaurant
221,0,"ok let's go to the restaurant, i can't wait to eat, i have been craving for it for the past 15 mins.",,,
222,1,good thanks how are you, i am not a people person.  i get around in a jaguar.  i hang out in clubs and look at the folks drinking.  i constantly have feelings of anger.  i'm an elderly male.,thank - help - out - restaurant,help
222,0,"thanks, what happened",,,
222,1,"oh, you need some help.", i am not a people person.  i get around in a jaguar.  i hang out in clubs and look at the folks drinking.  i constantly have feelings of anger.  i'm an elderly male.,thank - help - out - restaurant,out
222,0,have you ever had out?,,,
222,1,i've been to some out once, i am not a people person.  i get around in a jaguar.  i hang out in clubs and look at the folks drinking.  i constantly have feelings of anger.  i'm an elderly male.,thank - help - out - restaurant,restaurant
222,0,it's a buffet restaurant. you can eat as much as you like as there is no fixed price.,,,
223,1,hey ! that is awesome . i am a punk rock singer, i'm the vocalist for an alternative music group.  i wish to travel to europe.  i can make words rhyme.  i love to ski.  i like batman.,punk - prostitute - john - travel,prostitute
223,0,do you travel a lot?,,,
223,1,i love traveling., i'm the vocalist for an alternative music group.  i wish to travel to europe.  i can make words rhyme.  i love to ski.  i like batman.,punk - prostitute - john - travel,john
223,0,do you know what john is?,,,
223,1,yes i do know what john is., i'm the vocalist for an alternative music group.  i wish to travel to europe.  i can make words rhyme.  i love to ski.  i like batman.,punk - prostitute - john - travel,travel
223,0,"me too, i love to travel. do you travel a lot?",,,
224,1,"i m good . kinda sad , walmart didn t have any meat for me to make beef jerky", i like to eat steak.  i like the pigskin sport.  i spend a lot of time outside.  my ride is a huge rig.  i like to go to concerts.,sad - bad - bathroom - restaurant,bad
224,0,"i m bad, i did not make beef jerky last night. # but you should eat beef jerky.",,,
224,1,"well, i am good from yesterday, my meat was already in the back room.", i like to eat steak.  i like the pigskin sport.  i spend a lot of time outside.  my ride is a huge rig.  i like to go to concerts.,sad - bad - bathroom - restaurant,bathroom
224,0,"your bathroom must be full of meat, i m not kidding.",,,
224,1,"my bathroom is pretty bad, it has a small sink and a large toilet, so every day is a adventure.", i like to eat steak.  i like the pigskin sport.  i spend a lot of time outside.  my ride is a huge rig.  i like to go to concerts.,sad - bad - bathroom - restaurant,restaurant
224,0,do you like restaurant?,,,
225,1,i understand my toddler keeps me running !, i am employed by sam adams.  female pop singers are my favorite.  my old man works from the couch.  i have a partner.  i have a young kid.,toddler - walk - go - restaurant,walk
225,0,"well, you should do more walk in a day, like a daily walk.",,,
225,1,a walk is good for the soul., i am employed by sam adams.  female pop singers are my favorite.  my old man works from the couch.  i have a partner.  i have a young kid.,toddler - walk - go - restaurant,go
225,0,i agree. you should do more.,,,
225,1,i am okay., i am employed by sam adams.  female pop singers are my favorite.  my old man works from the couch.  i have a partner.  i have a young kid.,toddler - walk - go - restaurant,restaurant
225,0,do you know why you have to go to go?,,,
226,1,hey i am happy this is the weekend, i like boy bands.  my parents and i are very outdoorsy.  i am always working as a mother.  i like horses.,weekend - date - out - restaurant,date
226,0,you should go on a date with my friend arianna.,,,
226,1,"i am too busy for a date, maybe next weekend.", i like boy bands.  my parents and i are very outdoorsy.  i am always working as a mother.  i like horses.,weekend - date - out - restaurant,out
226,0,so you went on a date.,,,
226,1,i have an amazing computer in my house., i like boy bands.  my parents and i are very outdoorsy.  i am always working as a mother.  i like horses.,weekend - date - out - restaurant,restaurant
226,0,do you like restaurants?,,,
227,1,no i've not . not really a gamer ., i am working on my internet career.  i just got a promotion.  i enjoy peaceful sitting.  i do not eat animals or any animal products.,gamer - game - go - travel,game
227,0,do you play games priya?,,,
227,1,"i do not play games, i am more of a movie lover.", i am working on my internet career.  i just got a promotion.  i enjoy peaceful sitting.  i do not eat animals or any animal products.,gamer - game - go - travel,go
227,0,you should go to some games go tournaments. you might enjoy such events.,,,
227,1,i feel good just walking., i am working on my internet career.  i just got a promotion.  i enjoy peaceful sitting.  i do not eat animals or any animal products.,gamer - game - go - travel,travel
227,0,can you travel any of these places?,,,
228,1,hello ! it was ok . i work at hallmark proofreading cards ., i check written words.  i like to watch sports.  i'm a bibliophile.  i like mob movies.  my mom and dad have been together for a long time.,proofreading - write - wear - clothes,write
228,0,"you should write something for the writer's cafe, im sure you can do it, you are a good writer, you can write a story about it.",,,
228,1,"i never wrote a book before, so i am not sure how it works.", i check written words.  i like to watch sports.  i'm a bibliophile.  i like mob movies.  my mom and dad have been together for a long time.,proofreading - write - wear - clothes,wear
228,0,"ok, what about that suit you were wearing today, is it too tight?",,,
228,1,"i wear them most of the day, this one was a little tight.", i check written words.  i like to watch sports.  i'm a bibliophile.  i like mob movies.  my mom and dad have been together for a long time.,proofreading - write - wear - clothes,clothes
228,0,why do you wear the same clothes all day?,,,
229,1,how are you doing tonight, i've a job in a nice neighborhood.  i have mental issues.  i am a solipsist and you are all fictitious.  i enjoy going out to social events.,tonight - single - bill - restaurant,single
229,0,did you know one night out is better than one night in your single and boring life.,,,
229,1,im doing good. i am single these days., i've a job in a nice neighborhood.  i have mental issues.  i am a solipsist and you are all fictitious.  i enjoy going out to social events.,tonight - single - bill - restaurant,bill
229,0,i am retired.,,,
229,1,you should not be retired just yet., i've a job in a nice neighborhood.  i have mental issues.  i am a solipsist and you are all fictitious.  i enjoy going out to social events.,tonight - single - bill - restaurant,restaurant
229,0,"i should say you could have it at a restaurant, they have a good selection of dishes.",,,
230,1,hello ! i live in wisconsin and love to snowboard ., i like snow sports.  my sibling is a professional athlete.  i live in the country.  i really enjoy snack foods.  i enjoy outdoor activities.,wisconsin - stone - go - travel,stone
230,0,i am a big fan of granite countertops.,,,
230,1,is granite countertops popular?, i like snow sports.  my sibling is a professional athlete.  i live in the country.  i really enjoy snack foods.  i enjoy outdoor activities.,wisconsin - stone - go - travel,go
230,0,you should go to the go market to buy some gochujang.,,,
230,1,"i don't really have a go market, but i am a big fan of go.", i like snow sports.  my sibling is a professional athlete.  i live in the country.  i really enjoy snack foods.  i enjoy outdoor activities.,wisconsin - stone - go - travel,travel
230,0,are you a fan of travelling?,,,
231,1,i am well catching up on grey anatomy, there'sn'thing like my mother.  i've loved musicianship as long as i can remember.  i play the tuba.  i'm ordered.  i enjoy medical drama movies.,grey - black - stuff - clothes,black
231,0,you should watch grey anatomy its much better than black.,,,
231,1,i love black too., there'sn'thing like my mother.  i've loved musicianship as long as i can remember.  i play the tuba.  i'm ordered.  i enjoy medical drama movies.,grey - black - stuff - clothes,stuff
231,0,what kind of stuff do you like?,,,
231,1,for me its everything., there'sn'thing like my mother.  i've loved musicianship as long as i can remember.  i play the tuba.  i'm ordered.  i enjoy medical drama movies.,grey - black - stuff - clothes,clothes
231,0,what kind of clothes do you like?,,,
232,1,"hello , that sounds fun ! i'm just about to take my 3 dogs for a walk lol !"," me and the lady help people.  i have a son and daughter.  i am an animal lover.  hi there , people call me j and i come from texas.",about - play - fun - shopping,play
232,0,i like to play sports.,,,
232,1,what do you play?," me and the lady help people.  i have a son and daughter.  i am an animal lover.  hi there , people call me j and i come from texas.",about - play - fun - shopping,fun
232,0,"do you want to have fun, maybe go to the park or watch a movie?",,,
232,1,can't we just sit here and talk?," me and the lady help people.  i have a son and daughter.  i am an animal lover.  hi there , people call me j and i come from texas.",about - play - fun - shopping,shopping
232,0,do you like to shop?,,,
233,1,"hi , i am doing excellent ."," i'm employed a traditional number of hours.  i have no kids.  on thursdays , i spend my afternoons swimming.  i go to exercise classes.  i buy a lot of clothes.",excellent - bill - fit - clothes,bill
233,0,"i love bill, he's really cool.",,,
233,1,bill will definitely give you a great tip on how to buy clothes.," i'm employed a traditional number of hours.  i have no kids.  on thursdays , i spend my afternoons swimming.  i go to exercise classes.  i buy a lot of clothes.",excellent - bill - fit - clothes,fit
233,0,what are you trying to do this year?,,,
233,1,just be fit.," i'm employed a traditional number of hours.  i have no kids.  on thursdays , i spend my afternoons swimming.  i go to exercise classes.  i buy a lot of clothes.",excellent - bill - fit - clothes,clothes
233,0,what are you currently wearing?,,,
234,1,i'm ok just getting attacked my my cat . ll . yes i do ., both my eyes are different colors.  my parents are very interesting.  i've one pet.  i enjoy speaking in different languages.,attack - touch - touchpad - laptop,touch
234,0,i'm ok with things being touched. have you ever tried it?,,,
